type_msg,aircraft_icao_id,first_date,first_timestamp,altitude,latitude,longitude
MSG3,AB15BA,2023/09/26,03:47:53.523,34000,38.23708,-89.85837
MSG3,A178DE,2023/09/26,03:47:54.444,30000,38.39699,-89.72686
MSG3,AB15BA,2023/09/26,03:47:54.539,34000,38.23819,-89.86046
MSG3,AD072A,2023/09/26,03:47:54.941,32025,38.25719,-89.60091
MSG3,A178DE,2023/09/26,03:47:54.954,30000,38.39726,-89.72815
MSG3,A178DE,2023/09/26,03:47:55.545,30000,38.39749,-89.72967
MSG3,AD072A,2023/09/26,03:47:56.050,32025,38.25863,-89.60306
MSG3,A178DE,2023/09/26,03:47:56.555,30000,38.39796,-89.73221
MSG3,AD072A,2023/09/26,03:47:57.121,32025,38.26007,-89.60521
MSG3,A178DE,2023/09/26,03:47:57.126,30000,38.39822,-89.73370
MSG3,A178DE,2023/09/26,03:47:57.715,30000,38.39852,-89.73519
MSG3,A178DE,2023/09/26,03:47:58.196,30000,38.39871,-89.73639
MSG3,AD072A,2023/09/26,03:47:58.201,32025,38.26149,-89.60724
MSG3,A178DE,2023/09/26,03:47:58.736,30000,38.39899,-89.73776
MSG3,A178DE,2023/09/26,03:47:59.226,30000,38.39919,-89.73902
MSG3,AD072A,2023/09/26,03:47:59.311,32025,38.26295,-89.60940
MSG3,A178DE,2023/09/26,03:47:59.727,30000,38.39941,-89.74030
MSG3,AD072A,2023/09/26,03:48:00.240,32025,38.26422,-89.61124
MSG3,A178DE,2023/09/26,03:48:00.287,30000,38.39969,-89.74170
MSG3,A178DE,2023/09/26,03:48:00.817,30000,38.39992,-89.74308
MSG3,AD072A,2023/09/26,03:48:01.250,32025,38.26557,-89.61315
MSG3,A178DE,2023/09/26,03:48:01.267,30000,38.40015,-89.74422
MSG3,A178DE,2023/09/26,03:48:01.827,30000,38.40042,-89.74562
MSG3,A178DE,2023/09/26,03:48:02.368,30000,38.40065,-89.74702
MSG3,A178DE,2023/09/26,03:48:02.907,30000,38.40088,-89.74837
MSG3,AB15BA,2023/09/26,03:48:03.263,34000,38.24794,-89.87880
MSG3,A178DE,2023/09/26,03:48:03.428,30000,38.40115,-89.74971
MSG3,A178DE,2023/09/26,03:48:03.978,30000,38.40141,-89.75108
MSG3,A178DE,2023/09/26,03:48:04.468,30000,38.40161,-89.75234
MSG3,A178DE,2023/09/26,03:48:04.868,30000,38.40179,-89.75333
MSG3,A178DE,2023/09/26,03:48:05.879,30000,38.40229,-89.75591
MSG3,A178DE,2023/09/26,03:48:06.909,30000,38.40276,-89.75853
MSG3,A178DE,2023/09/26,03:48:07.970,30000,38.40321,-89.76122
MSG3,A178DE,2023/09/26,03:48:09.010,30000,38.40372,-89.76385
MSG3,A178DE,2023/09/26,03:48:10.031,30000,38.40417,-89.76648
MSG3,A178DE,2023/09/26,03:48:10.842,30000,38.40457,-89.76851
MSG3,A178DE,2023/09/26,03:48:11.871,30000,38.40504,-89.77110
MSG3,A178DE,2023/09/26,03:48:12.732,30000,38.40541,-89.77332
MSG3,A178DE,2023/09/26,03:48:13.692,30000,38.40587,-89.77572
MSG3,A178DE,2023/09/26,03:48:14.632,30000,38.40628,-89.77811
MSG3,A178DE,2023/09/26,03:48:15.693,30000,38.40678,-89.78080
MSG3,A178DE,2023/09/26,03:48:16.653,30000,38.40720,-89.78325
MSG3,AD072A,2023/09/26,03:48:16.890,32025,38.28662,-89.64335
MSG3,A178DE,2023/09/26,03:48:17.593,30000,38.40765,-89.78565
MSG3,AD072A,2023/09/26,03:48:17.921,32025,38.28801,-89.64539
MSG3,AB15BA,2023/09/26,03:48:18.139,34000,38.26426,-89.90966
MSG3,A178DE,2023/09/26,03:48:18.744,30000,38.40816,-89.78857
MSG3,AD072A,2023/09/26,03:48:18.870,32025,38.28932,-89.64721
MSG3,AB15BA,2023/09/26,03:48:19.303,34000,38.26571,-89.91235
MSG3,A178DE,2023/09/26,03:48:19.834,30000,38.40866,-89.79132
MSG3,AD072A,2023/09/26,03:48:19.860,32025,38.29061,-89.64903
MSG3,AB15BA,2023/09/26,03:48:20.338,34000,38.26682,-89.91444
MSG3,AD072A,2023/09/26,03:48:20.741,32025,38.29182,-89.65077
MSG3,A178DE,2023/09/26,03:48:20.775,30000,38.40912,-89.79371
MSG3,A178DE,2023/09/26,03:48:21.265,30000,38.40932,-89.79496
MSG3,A178DE,2023/09/26,03:48:21.795,30000,38.40958,-89.79629
MSG3,A178DE,2023/09/26,03:48:22.206,30000,38.40974,-89.79735
MSG3,AD072A,2023/09/26,03:48:22.671,32025,38.29445,-89.65452
MSG3,A178DE,2023/09/26,03:48:22.756,30000,38.40999,-89.79874
MSG3,AD072A,2023/09/26,03:48:23.591,32025,38.29568,-89.65621
MSG3,A178DE,2023/09/26,03:48:23.697,30000,38.41045,-89.80114
MSG3,AB15BA,2023/09/26,03:48:24.538,34000,38.27134,-89.92298
MSG3,AD072A,2023/09/26,03:48:24.571,32025,38.29706,-89.65814
MSG3,A178DE,2023/09/26,03:48:24.687,30000,38.41090,-89.80362
MSG3,AD072A,2023/09/26,03:48:25.561,32025,38.29834,-89.65996
MSG3,A178DE,2023/09/26,03:48:25.588,30000,38.41132,-89.80589
MSG3,AD072A,2023/09/26,03:48:26.501,32025,38.29962,-89.66176
MSG3,A178DE,2023/09/26,03:48:26.547,30000,38.41174,-89.80834
MSG3,AB15BA,2023/09/26,03:48:26.698,34000,38.27376,-89.92760
MSG3,A178DE,2023/09/26,03:48:27.078,30000,38.41200,-89.80967
MSG3,A178DE,2023/09/26,03:48:27.488,30000,38.41216,-89.81072
MSG3,AD072A,2023/09/26,03:48:27.581,32025,38.30113,-89.66387
MSG3,A178DE,2023/09/26,03:48:28.058,30000,38.41241,-89.81218
MSG3,A178DE,2023/09/26,03:48:28.588,30000,38.41267,-89.81348
MSG3,AD072A,2023/09/26,03:48:28.681,32025,38.30260,-89.66597
MSG3,A178DE,2023/09/26,03:48:29.579,30000,38.41315,-89.81604
MSG3,AD072A,2023/09/26,03:48:29.751,32025,38.30407,-89.66796
MSG3,AB15BA,2023/09/26,03:48:30.738,34000,38.27814,-89.93593
MSG3,A178DE,2023/09/26,03:48:30.739,30000,38.41365,-89.81896
MSG3,AB15BA,2023/09/26,03:48:31.703,34000,38.27911,-89.93776
MSG3,A178DE,2023/09/26,03:48:31.759,30000,38.41411,-89.82153
MSG3,A178DE,2023/09/26,03:48:32.260,30000,38.41434,-89.82279
MSG3,AD072A,2023/09/26,03:48:32.710,32025,38.30804,-89.67362
MSG3,A178DE,2023/09/26,03:48:32.760,30000,38.41457,-89.82404
MSG3,AB15BA,2023/09/26,03:48:33.563,34000,38.28122,-89.94174
MSG3,AD072A,2023/09/26,03:48:33.651,32025,38.30933,-89.67549
MSG3,AD072A,2023/09/26,03:48:34.531,32025,38.31054,-89.67722
MSG3,AB15BA,2023/09/26,03:48:34.578,34000,38.28241,-89.94402
MSG3,A178DE,2023/09/26,03:48:34.671,30000,38.41547,-89.82892
MSG3,AD072A,2023/09/26,03:48:35.471,32025,38.31184,-89.67900
MSG3,AB15BA,2023/09/26,03:48:35.543,34000,38.28340,-89.94590
MSG3,A178DE,2023/09/26,03:48:35.691,30000,38.41593,-89.83148
MSG3,A178DE,2023/09/26,03:48:36.261,30000,38.41617,-89.83294
MSG3,AD072A,2023/09/26,03:48:36.491,32025,38.31317,-89.68093
MSG3,AB15BA,2023/09/26,03:48:36.658,34000,38.28461,-89.94817
MSG3,A178DE,2023/09/26,03:48:36.672,30000,38.41635,-89.83398
MSG3,A178DE,2023/09/26,03:48:37.112,30000,38.41658,-89.83508
MSG3,AD072A,2023/09/26,03:48:37.471,32025,38.31454,-89.68286
MSG3,A178DE,2023/09/26,03:48:37.542,30000,38.41676,-89.83616
MSG3,AB15BA,2023/09/26,03:48:37.563,34000,38.28568,-89.95026
MSG3,AD072A,2023/09/26,03:48:38.431,32025,38.31580,-89.68468
MSG3,AB15BA,2023/09/26,03:48:38.538,34000,38.28667,-89.95214
MSG3,AD072A,2023/09/26,03:48:39.571,32025,38.31738,-89.68689
MSG3,A178DE,2023/09/26,03:48:39.574,30000,38.41770,-89.84131
MSG3,AB15BA,2023/09/26,03:48:39.663,34000,38.28787,-89.95444
MSG3,A178DE,2023/09/26,03:48:40.554,30000,38.41812,-89.84381
MSG3,AB15BA,2023/09/26,03:48:40.577,34000,38.28896,-89.95652
MSG3,AD072A,2023/09/26,03:48:40.611,32025,38.31871,-89.68882
MSG3,A178DE,2023/09/26,03:48:41.123,30000,38.41837,-89.84524
MSG3,AB15BA,2023/09/26,03:48:41.523,34000,38.28996,-89.95838
MSG3,A178DE,2023/09/26,03:48:41.634,30000,38.41863,-89.84656
MSG3,AD072A,2023/09/26,03:48:41.671,32025,38.32018,-89.69098
MSG3,A178DE,2023/09/26,03:48:42.134,30000,38.41886,-89.84784
MSG3,AB15BA,2023/09/26,03:48:42.538,34000,38.29103,-89.96047
MSG3,A178DE,2023/09/26,03:48:42.684,30000,38.41910,-89.84918
MSG3,A178DE,2023/09/26,03:48:43.264,30000,38.41937,-89.85067
MSG3,AB15BA,2023/09/26,03:48:43.583,34000,38.29224,-89.96274
MSG3,AD072A,2023/09/26,03:48:43.591,32025,38.32274,-89.69460
MSG3,A178DE,2023/09/26,03:48:43.804,30000,38.41960,-89.85204
MSG3,A178DE,2023/09/26,03:48:44.336,30000,38.41984,-89.85339
MSG3,AB15BA,2023/09/26,03:48:44.578,34000,38.29336,-89.96483
MSG3,AD072A,2023/09/26,03:48:44.620,32025,38.32413,-89.69668
MSG3,A178DE,2023/09/26,03:48:44.735,30000,38.42003,-89.85437
MSG3,A178DE,2023/09/26,03:48:45.245,30000,38.42024,-89.85569
MSG3,AB15BA,2023/09/26,03:48:45.563,34000,38.29431,-89.96675
MSG3,A178DE,2023/09/26,03:48:45.645,30000,38.42043,-89.85670
MSG3,A178DE,2023/09/26,03:48:46.236,30000,38.42073,-89.85822
MSG3,A178DE,2023/09/26,03:48:47.337,30000,38.42119,-89.86096
MSG3,A178DE,2023/09/26,03:48:47.817,30000,38.42142,-89.86218
MSG3,A178DE,2023/09/26,03:48:48.247,30000,38.42162,-89.86327
MSG3,AD072A,2023/09/26,03:48:48.481,32025,38.32928,-89.70413
MSG3,A178DE,2023/09/26,03:48:48.787,30000,38.42184,-89.86464
MSG3,A178DE,2023/09/26,03:48:49.267,30000,38.42207,-89.86584
MSG3,AB15BA,2023/09/26,03:48:49.403,34000,38.29871,-89.97505
MSG3,AD072A,2023/09/26,03:48:49.491,32025,38.33061,-89.70606
MSG3,A178DE,2023/09/26,03:48:49.807,30000,38.42235,-89.86721
MSG3,A178DE,2023/09/26,03:48:50.378,30000,38.42259,-89.86865
MSG3,AD072A,2023/09/26,03:48:50.530,32025,38.33200,-89.70809
MSG3,AB15BA,2023/09/26,03:48:50.537,34000,38.29988,-89.97737
MSG3,A178DE,2023/09/26,03:48:50.898,30000,38.42282,-89.87000
MSG3,A178DE,2023/09/26,03:48:51.308,30000,38.42303,-89.87103
MSG3,AD072A,2023/09/26,03:48:51.540,32025,38.33335,-89.71006
MSG3,A178DE,2023/09/26,03:48:51.838,30000,38.42324,-89.87238
MSG3,A178DE,2023/09/26,03:48:52.429,30000,38.42354,-89.87384
MSG3,AD072A,2023/09/26,03:48:52.671,32025,38.33487,-89.71225
MSG3,A178DE,2023/09/26,03:48:52.979,30000,38.42375,-89.87524
MSG3,A178DE,2023/09/26,03:48:53.519,30000,38.42403,-89.87659
MSG3,AB15BA,2023/09/26,03:48:53.523,34000,38.30315,-89.98358
MSG3,AD072A,2023/09/26,03:48:53.740,32025,38.33628,-89.71430
MSG3,A178DE,2023/09/26,03:48:54.000,30000,38.42422,-89.87781
MSG3,A178DE,2023/09/26,03:48:54.459,30000,38.42445,-89.87897
MSG3,AB15BA,2023/09/26,03:48:54.499,34000,38.30416,-89.98549
MSG3,AD072A,2023/09/26,03:48:54.651,32025,38.33744,-89.71609
MSG3,A178DE,2023/09/26,03:48:54.879,30000,38.42464,-89.88007
MSG3,A178DE,2023/09/26,03:48:55.340,30000,38.42482,-89.88123
MSG3,AB15BA,2023/09/26,03:48:55.543,34000,38.30523,-89.98758
MSG3,AD072A,2023/09/26,03:48:55.641,32025,38.33879,-89.71800
MSG3,A178DE,2023/09/26,03:48:55.770,30000,38.42505,-89.88231
MSG3,A178DE,2023/09/26,03:48:56.320,30000,38.42529,-89.88367
MSG3,AB15BA,2023/09/26,03:48:56.578,34000,38.30644,-89.98985
MSG3,A178DE,2023/09/26,03:48:56.850,30000,38.42551,-89.88500
MSG3,A178DE,2023/09/26,03:48:57.270,30000,38.42574,-89.88608
MSG3,AD072A,2023/09/26,03:48:57.651,32025,38.34145,-89.72188
MSG3,A178DE,2023/09/26,03:48:57.741,30000,38.42594,-89.88727
MSG3,A178DE,2023/09/26,03:48:58.211,30000,38.42615,-89.88846
MSG3,A178DE,2023/09/26,03:48:58.641,30000,38.42636,-89.88953
MSG3,AD072A,2023/09/26,03:48:58.670,32025,38.34283,-89.72394
MSG3,A178DE,2023/09/26,03:48:59.151,30000,38.42656,-89.89085
MSG3,A178DE,2023/09/26,03:48:59.712,30000,38.42683,-89.89229
MSG3,AD072A,2023/09/26,03:48:59.781,32025,38.34430,-89.72610
MSG3,A178DE,2023/09/26,03:49:00.232,30000,38.42706,-89.89360
MSG3,AD072A,2023/09/26,03:49:00.711,32025,38.34549,-89.72785
MSG3,A178DE,2023/09/26,03:49:00.763,30000,38.42729,-89.89490
MSG3,A178DE,2023/09/26,03:49:01.253,30000,38.42752,-89.89617
MSG3,A178DE,2023/09/26,03:49:01.823,30000,38.42780,-89.89758
MSG3,A178DE,2023/09/26,03:49:02.273,30000,38.42798,-89.89873
MSG3,A178DE,2023/09/26,03:49:02.693,30000,38.42816,-89.89981
MSG3,AD072A,2023/09/26,03:49:02.921,32025,38.34848,-89.73221
MSG3,A178DE,2023/09/26,03:49:03.254,30000,38.42844,-89.90124
MSG3,A178DE,2023/09/26,03:49:03.783,30000,38.42869,-89.90259
MSG3,AD072A,2023/09/26,03:49:03.860,32025,38.34964,-89.73400
MSG3,A178DE,2023/09/26,03:49:04.344,30000,38.42892,-89.90399
MSG3,AD072A,2023/09/26,03:49:04.741,32025,38.35085,-89.73573
MSG3,A178DE,2023/09/26,03:49:04.814,30000,38.42912,-89.90518
MSG3,A178DE,2023/09/26,03:49:05.344,30000,38.42938,-89.90656
MSG3,AD072A,2023/09/26,03:49:05.721,32025,38.35215,-89.73770
MSG3,A178DE,2023/09/26,03:49:05.854,30000,38.42963,-89.90781
MSG3,A178DE,2023/09/26,03:49:06.305,30000,38.42980,-89.90900
MSG3,AD072A,2023/09/26,03:49:06.670,32025,38.35345,-89.73954
MSG3,A178DE,2023/09/26,03:49:06.784,30000,38.43004,-89.91016
MSG3,A178DE,2023/09/26,03:49:07.374,30000,38.43031,-89.91169
MSG3,AD072A,2023/09/26,03:49:07.610,32025,38.35464,-89.74130
MSG3,AB15BA,2023/09/26,03:49:07.662,34000,38.31850,-90.01296
MSG3,A178DE,2023/09/26,03:49:07.955,30000,38.43054,-89.91312
MSG3,A178DE,2023/09/26,03:49:08.436,30000,38.43077,-89.91438
MSG3,AD072A,2023/09/26,03:49:08.551,32025,38.35588,-89.74313
MSG3,AB15BA,2023/09/26,03:49:08.617,34000,38.31949,-90.01484
MSG3,A178DE,2023/09/26,03:49:08.915,30000,38.43100,-89.91557
MSG3,AB15BA,2023/09/26,03:49:09.602,34000,38.32059,-90.01689
MSG3,A178DE,2023/09/26,03:49:09.745,30000,38.43139,-89.91766
MSG3,AB15BA,2023/09/26,03:49:10.538,34000,38.32166,-90.01899
MSG3,A178DE,2023/09/26,03:49:10.576,30000,38.43173,-89.91981
MSG3,AD072A,2023/09/26,03:49:10.651,32025,38.35867,-89.74725
MSG3,A178DE,2023/09/26,03:49:11.046,30000,38.43194,-89.92102
MSG3,AB15BA,2023/09/26,03:49:11.113,34000,38.32231,-90.02024
MSG3,A178DE,2023/09/26,03:49:11.517,30000,38.43219,-89.92220
MSG3,AB15BA,2023/09/26,03:49:11.622,34000,38.32273,-90.02108
MSG3,AD072A,2023/09/26,03:49:11.671,32025,38.36005,-89.74930
MSG3,AB15BA,2023/09/26,03:49:12.082,34000,38.32329,-90.02209
MSG3,A178DE,2023/09/26,03:49:12.368,30000,38.43255,-89.92432
MSG3,AB15BA,2023/09/26,03:49:12.577,34000,38.32380,-90.02317
MSG3,AD072A,2023/09/26,03:49:12.651,32025,38.36133,-89.75114
MSG3,A178DE,2023/09/26,03:49:12.797,30000,38.43274,-89.92542
MSG3,AB15BA,2023/09/26,03:49:13.122,34000,38.32439,-90.02419
MSG3,A178DE,2023/09/26,03:49:13.198,30000,38.43292,-89.92644
MSG3,AB15BA,2023/09/26,03:49:13.562,34000,38.32480,-90.02501
MSG3,AD072A,2023/09/26,03:49:13.741,32025,38.36277,-89.75329
MSG3,A178DE,2023/09/26,03:49:13.787,30000,38.43320,-89.92792
MSG3,A178DE,2023/09/26,03:49:14.368,30000,38.43348,-89.92944
MSG3,AB15BA,2023/09/26,03:49:14.577,34000,38.32599,-90.02729
MSG3,A178DE,2023/09/26,03:49:14.948,30000,38.43376,-89.93091
MSG3,AB15BA,2023/09/26,03:49:15.173,34000,38.32663,-90.02858
MSG3,A178DE,2023/09/26,03:49:15.398,30000,38.43393,-89.93205
MSG3,AB15BA,2023/09/26,03:49:15.623,34000,38.32709,-90.02939
MSG3,A178DE,2023/09/26,03:49:15.908,30000,38.43418,-89.93335
MSG3,A178DE,2023/09/26,03:49:16.449,30000,38.43441,-89.93469
MSG3,AD072A,2023/09/26,03:49:16.770,32025,38.36682,-89.75924
MSG3,A178DE,2023/09/26,03:49:16.949,30000,38.43464,-89.93597
MSG3,AB15BA,2023/09/26,03:49:17.183,34000,38.32869,-90.03248
MSG3,A178DE,2023/09/26,03:49:17.479,30000,38.43489,-89.93731
MSG3,AB15BA,2023/09/26,03:49:17.602,34000,38.32925,-90.03356
MSG3,AD072A,2023/09/26,03:49:17.831,32025,38.36821,-89.76123
MSG3,AB15BA,2023/09/26,03:49:18.012,34000,38.32967,-90.03439
MSG3,A178DE,2023/09/26,03:49:18.519,30000,38.43535,-89.93993
MSG3,AB15BA,2023/09/26,03:49:18.577,34000,38.33032,-90.03559
MSG3,AD072A,2023/09/26,03:49:18.721,32025,38.36943,-89.76302
MSG3,AB15BA,2023/09/26,03:49:18.992,34000,38.33079,-90.03642
MSG3,A178DE,2023/09/26,03:49:19.040,30000,38.43562,-89.94131
MSG3,AB15BA,2023/09/26,03:49:19.463,34000,38.33121,-90.03726
MSG3,AD072A,2023/09/26,03:49:19.571,32025,38.37057,-89.76467
MSG3,A178DE,2023/09/26,03:49:19.620,30000,38.43585,-89.94274
MSG3,AB15BA,2023/09/26,03:49:19.923,34000,38.33176,-90.03834
MSG3,A178DE,2023/09/26,03:49:20.080,30000,38.43608,-89.94393
MSG3,AB15BA,2023/09/26,03:49:20.338,34000,38.33231,-90.03933
MSG3,AD072A,2023/09/26,03:49:20.441,32025,38.37171,-89.76630
MSG3,A178DE,2023/09/26,03:49:20.660,30000,38.43636,-89.94543
MSG3,AB15BA,2023/09/26,03:49:21.242,34000,38.33325,-90.04120
MSG3,AD072A,2023/09/26,03:49:21.341,32025,38.37292,-89.76803
MSG3,A178DE,2023/09/26,03:49:21.581,30000,38.43677,-89.94776
MSG3,A178DE,2023/09/26,03:49:22.001,30000,38.43695,-89.94883
MSG3,AD072A,2023/09/26,03:49:22.190,32025,38.37405,-89.76970
MSG3,AB15BA,2023/09/26,03:49:22.298,34000,38.33437,-90.04329
MSG3,AB15BA,2023/09/26,03:49:23.423,34000,38.33556,-90.04558
MSG3,A178DE,2023/09/26,03:49:23.502,30000,38.43764,-89.95259
MSG3,A178DE,2023/09/26,03:49:23.982,30000,38.43787,-89.95385
MSG3,AD072A,2023/09/26,03:49:24.341,32025,38.37692,-89.77382
MSG3,A178DE,2023/09/26,03:49:24.562,30000,38.43810,-89.95534
MSG3,A178DE,2023/09/26,03:49:24.993,30000,38.43832,-89.95642
MSG3,AD072A,2023/09/26,03:49:25.301,32025,38.37817,-89.77566
MSG3,A178DE,2023/09/26,03:49:25.452,30000,38.43851,-89.95758
MSG3,AD072A,2023/09/26,03:49:26.341,32025,38.37957,-89.77771
MSG3,A178DE,2023/09/26,03:49:26.493,30000,38.43897,-89.96021
MSG3,AD072A,2023/09/26,03:49:27.380,32025,38.38101,-89.77975
MSG3,A178DE,2023/09/26,03:49:27.383,30000,38.43938,-89.96250
MSG3,A178DE,2023/09/26,03:49:27.864,30000,38.43961,-89.96370
MSG3,A178DE,2023/09/26,03:49:28.374,30000,38.43986,-89.96503
MSG3,AD072A,2023/09/26,03:49:28.431,32025,38.38241,-89.78177
MSG3,A178DE,2023/09/26,03:49:28.933,30000,38.44009,-89.96643
MSG3,AD072A,2023/09/26,03:49:29.471,32025,38.38380,-89.78378
MSG3,A178DE,2023/09/26,03:49:29.494,30000,38.44037,-89.96783
MSG3,A178DE,2023/09/26,03:49:30.435,30000,38.44079,-89.97021
MSG3,AD072A,2023/09/26,03:49:31.391,32025,38.38637,-89.78746
MSG3,A178DE,2023/09/26,03:49:31.415,30000,38.44121,-89.97272
MSG3,AB15BA,2023/09/26,03:49:31.857,34000,38.34480,-90.06323
MSG3,A178DE,2023/09/26,03:49:31.915,30000,38.44144,-89.97400
MSG3,AD072A,2023/09/26,03:49:32.421,32025,38.38777,-89.78947
MSG3,A178DE,2023/09/26,03:49:32.425,30000,38.44171,-89.97528
MSG3,AB15BA,2023/09/26,03:49:33.777,34000,38.34685,-90.06717
MSG3,AD072A,2023/09/26,03:49:34.381,32025,38.39040,-89.79325
MSG3,A178DE,2023/09/26,03:49:34.456,30000,38.44261,-89.98047
MSG3,A178DE,2023/09/26,03:49:34.927,30000,38.44281,-89.98167
MSG3,AD072A,2023/09/26,03:49:35.421,32025,38.39182,-89.79526
MSG3,A178DE,2023/09/26,03:49:35.447,30000,38.44308,-89.98298
MSG3,A178DE,2023/09/26,03:49:35.947,30000,38.44331,-89.98424
MSG3,A178DE,2023/09/26,03:49:36.517,30000,38.44354,-89.98566
MSG3,A178DE,2023/09/26,03:49:37.017,30000,38.44377,-89.98694
MSG3,A178DE,2023/09/26,03:49:37.477,30000,38.44400,-89.98810
MSG3,AD072A,2023/09/26,03:49:38.320,32025,38.39573,-89.80087
MSG3,A178DE,2023/09/26,03:49:38.598,30000,38.44451,-89.99097
MSG3,A178DE,2023/09/26,03:49:38.998,30000,38.44470,-89.99200
MSG3,AD072A,2023/09/26,03:49:39.351,32025,38.39708,-89.80278
MSG3,A178DE,2023/09/26,03:49:39.528,30000,38.44492,-89.99331
MSG3,AB15BA,2023/09/26,03:49:39.737,34000,38.35327,-90.07942
MSG3,A178DE,2023/09/26,03:49:39.949,30000,38.44510,-89.99439
MSG3,AD072A,2023/09/26,03:49:40.251,32025,38.39829,-89.80452
MSG3,A178DE,2023/09/26,03:49:40.379,30000,38.44531,-89.99548
MSG3,A178DE,2023/09/26,03:49:40.939,30000,38.44558,-89.99689
MSG3,A178DE,2023/09/26,03:49:41.509,30000,38.44583,-89.99833
MSG3,AB15BA,2023/09/26,03:49:41.857,34000,38.35565,-90.08395
MSG3,A178DE,2023/09/26,03:49:41.919,30000,38.44600,-89.99939
MSG3,A178DE,2023/09/26,03:49:42.419,30000,38.44624,-90.00067
MSG3,AB15BA,2023/09/26,03:49:42.742,34000,38.35653,-90.08562
MSG3,A178DE,2023/09/26,03:49:42.859,30000,38.44642,-90.00177
MSG3,AD072A,2023/09/26,03:49:43.311,32025,38.40239,-89.81043
MSG3,A178DE,2023/09/26,03:49:43.410,30000,38.44670,-90.00316
MSG3,A178DE,2023/09/26,03:49:43.970,30000,38.44693,-90.00460
MSG3,AD072A,2023/09/26,03:49:44.311,32025,38.40372,-89.81230
MSG3,A178DE,2023/09/26,03:49:44.430,30000,38.44716,-90.00579
MSG3,AD072A,2023/09/26,03:49:45.331,32025,38.40513,-89.81437
MSG3,A178DE,2023/09/26,03:49:45.581,30000,38.44768,-90.00867
MSG3,AB15BA,2023/09/26,03:49:45.777,34000,38.35988,-90.09207
MSG3,A178DE,2023/09/26,03:49:46.041,30000,38.44791,-90.00989
MSG3,AD072A,2023/09/26,03:49:46.401,32025,38.40656,-89.81639
MSG3,A178DE,2023/09/26,03:49:46.542,30000,38.44810,-90.01111
MSG3,AB15BA,2023/09/26,03:49:46.702,34000,38.36087,-90.09391
MSG3,A178DE,2023/09/26,03:49:46.941,30000,38.44828,-90.01215
MSG3,AD072A,2023/09/26,03:49:47.401,32025,38.40788,-89.81832
MSG3,A178DE,2023/09/26,03:49:47.461,30000,38.44852,-90.01343
MSG3,A178DE,2023/09/26,03:49:48.382,30000,38.44894,-90.01581
MSG3,A178DE,2023/09/26,03:49:48.962,30000,38.44922,-90.01727
MSG3,A178DE,2023/09/26,03:49:49.402,30000,38.44940,-90.01837
MSG3,AD072A,2023/09/26,03:49:50.321,32025,38.41188,-89.82398
MSG3,A178DE,2023/09/26,03:49:50.474,30000,38.44991,-90.02108
MSG3,AD072A,2023/09/26,03:49:51.301,32025,38.41315,-89.82577
MSG3,A178DE,2023/09/26,03:49:51.353,30000,38.45032,-90.02335
MSG3,A178DE,2023/09/26,03:49:51.903,30000,38.45057,-90.02472
MSG3,AD072A,2023/09/26,03:49:52.241,32025,38.41444,-89.82764
MSG3,A178DE,2023/09/26,03:49:52.454,30000,38.45082,-90.02609
MSG3,A178DE,2023/09/26,03:49:53.324,30000,38.45122,-90.02832
MSG3,AD072A,2023/09/26,03:49:53.351,32025,38.41593,-89.82977
MSG3,AD072A,2023/09/26,03:49:54.391,32025,38.41731,-89.83174
MSG3,A178DE,2023/09/26,03:49:54.504,30000,38.45173,-90.03131
MSG3,A178DE,2023/09/26,03:49:55.024,30000,38.45196,-90.03265
MSG3,AD072A,2023/09/26,03:49:55.421,32025,38.41872,-89.83380
MSG3,A178DE,2023/09/26,03:49:55.595,30000,38.45224,-90.03409
MSG3,A178DE,2023/09/26,03:49:56.095,30000,38.45247,-90.03535
MSG3,AD072A,2023/09/26,03:49:56.321,32025,38.41993,-89.83551
MSG3,A178DE,2023/09/26,03:49:56.646,30000,38.45271,-90.03674
MSG3,AD072A,2023/09/26,03:49:57.351,32025,38.42128,-89.83746
MSG3,A178DE,2023/09/26,03:49:57.756,30000,38.45320,-90.03959
MSG3,A178DE,2023/09/26,03:49:58.286,30000,38.45345,-90.04089
MSG3,AD072A,2023/09/26,03:49:58.340,32025,38.42263,-89.83942
MSG3,A178DE,2023/09/26,03:49:58.806,30000,38.45368,-90.04224
MSG3,A178DE,2023/09/26,03:49:59.217,30000,38.45384,-90.04329
MSG3,AD072A,2023/09/26,03:49:59.271,32025,38.42390,-89.84124
MSG3,A178DE,2023/09/26,03:49:59.717,30000,38.45407,-90.04454
MSG3,A178DE,2023/09/26,03:50:00.227,30000,38.45434,-90.04584
MSG3,AD072A,2023/09/26,03:50:00.271,32025,38.42523,-89.84315
MSG3,A178DE,2023/09/26,03:50:00.807,30000,38.45457,-90.04730
MSG3,AD072A,2023/09/26,03:50:01.281,32025,38.42656,-89.84512
MSG3,A178DE,2023/09/26,03:50:01.757,30000,38.45499,-90.04974
MSG3,AD072A,2023/09/26,03:50:02.271,32025,38.42789,-89.84703
MSG3,A178DE,2023/09/26,03:50:02.849,30000,38.45550,-90.05249
MSG3,AD072A,2023/09/26,03:50:03.291,32025,38.42926,-89.84894
MSG3,A178DE,2023/09/26,03:50:03.359,30000,38.45572,-90.05380
MSG3,AB15BA,2023/09/26,03:50:03.457,34000,38.37904,-90.12868
